index,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
16254,1.8838376571533357,36.44242075433601,0.0,0.0,33.79291548591338,864.1832111018867,0.0025252505752720532,0.011695245113300036,9.609196643578645,0.0,5.651512971460007,2.116162342846664,3.7676753143066715,5.419188285766679,2.116162342846664,1.0,0.0,True
17753,2.753487893299524,22.64232148771093,0.0,0.0,2.493024213400952,71.26185369018826,0.006162802667511905,0.03523258324175005,0.0,0.0,7.493024213400952,2.0,2.493024213400952,2.506975786599048,2.246512106700476,0.24651210670047619,0.0,True
20623,2.876031193271743,14.921516504287986,0.0,0.0,27.859532100923857,2059.5836939648216,0.0,0.037958997787229734,9.192781999355837,0.9380155966358714,6.0,2.0,2.1859532100923857,1.0619844033641286,3.0,1.0,0.9380155966358714,True
14734,1.8192076447715453,70.03949432370449,0.0,0.0,33.62713119705609,1224.1949937277973,0.0,0.009960113562364172,211.2543889234129,0.0,6.0,2.9096038223857725,2.0,4.4519808880711365,2.0,0.9096038223857726,0.0,True
5082,1.0,0.0,1.0,37.4,23.0,1146.5,0.015384615,0.023076923,72.52076923,0.0,6.0,2.0,4.0,1.0,4.0,1.0,1.0,True
14545,8.020029333576824,275.98188424036096,0.0,0.0,39.46995599963476,1145.934355786143,0.0,0.008261800167227723,9.48928041485613,0.0,7.0,1.489985333211588,1.489985333211588,9.0,11.180264002191418,0.4899853332115879,0.0,True
10258,0.0,0.0,0.0,0.0,16.0,1092.333333,0.025,0.066666667,0.0,0.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,False
3208,0.0,0.0,0.0,0.0,12.0,418.3333333,0.0,0.004545455,0.0,0.0,6.0,2.0,4.0,9.0,5.0,1.0,0.0,False
20547,2.7223382719981446,89.40933412075991,0.0,0.0,30.083507407997217,1393.0206765227342,0.003224724273776374,0.01159512071459763,43.652237549058675,0.0,2.805845679995362,2.3611691359990723,2.0,2.9164925920027827,1.3611691359990723,1.0,1.0,True
13612,4.99100438773061,237.33172237539424,0.0,0.0,40.76611408099584,1956.1173700749337,0.0,0.0025455922299156674,21.050781217890705,0.0,5.955021938653046,1.0089956122693908,1.026986836808172,5.955021938653046,1.9910043877306092,1.0,0.0,True
6113,3.0,273.66,0.0,0.0,24.0,751.6266667,0.004571429,0.024838095,14.85337253,0.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,False
6154,5.0,44.01666667,0.0,0.0,4.0,162.5333333,0.0,0.0,39.27673964,0.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,True
16478,5.8839230622942695,143.2416587315617,0.0,0.0,19.470980765573568,407.5599188902821,0.005233119565152887,0.014511450104386474,47.6030978941812,0.0,6.0,1.5290192344264326,1.5290192344264326,3.1160769377057305,3.0580384688528652,0.4709807655735674,0.5290192344264326,True
6540,1.0,7.0,0.0,0.0,27.0,1739.575,0.038095238,0.06037037,0.0,0.0,3.0,2.0,2.0,7.0,1.0,1.0,0.0,False
14481,2.40332539518941,27.004671285798715,0.46777513172980323,2.338875658649016,56.386698419242364,1291.3478090421831,0.00216265612191482,0.012122896514431582,7.25791106944894,0.0,7.0,2.467775131729803,6.257798946161574,2.40332539518941,2.532224868270197,1.0,0.46777513172980323,True
10668,15.0,404.7666667,4.0,240.5,120.0,4173.131061,0.006716418,0.027927973999999998,9.269827963,0.0,7.0,2.0,2.0,3.0,2.0,1.0,1.0,False
13260,3.9492697124110405,150.6912203581482,0.0,0.0,9.248782854018401,298.2770529573844,0.021658552143537145,0.042905943873507026,9.038419272472337,0.0,4.898539424822081,1.64975657080368,1.64975657080368,4.2487828540184,13.695618274466241,0.6497565708036801,0.0,True
275,0.0,0.0,0.0,0.0,2.0,153.0,0.0,0.05,0.0,0.0,5.0,2.0,5.0,6.0,1.0,1.0,0.0,False
20758,1.009485660012777,31.951475707665246,0.0,0.0,17.199198860268314,876.429027615664,0.0,0.004161790339902642,0.06003183272231226,0.0,3.047428300063885,3.0,2.0,1.0,2.981028679974446,1.0,0.0,True
12886,0.0,0.0,0.0,0.0,13.136161178132728,709.7853774527526,0.0,0.007808685061070926,72.1330510831091,0.0,7.0,1.034040294533182,1.034040294533182,2.1021208835995457,2.1361611781327277,0.9659597054668181,0.0,True
19601,1.043635746668993,48.041824659975575,0.0,0.0,34.08364931995114,667.0047427586082,0.007500895860777794,0.01886524413964209,36.873747556775086,0.0,6.912728506662014,2.0,3.912728506662014,1.1745429866759722,2.912728506662014,1.0,0.0,True
10653,0.0,0.0,0.0,0.0,31.0,835.2380952000001,0.0,0.009811828,0.0,0.0,1.0,2.0,2.0,1.0,10.0,1.0,0.0,False
9425,2.0,33.5,0.0,0.0,23.0,398.4,0.0,0.017391304,0.0,0.0,1.0,2.0,2.0,3.0,6.0,1.0,0.0,False
9352,4.0,31.70833333,1.0,4.0,51.0,946.3934211000001,0.02254902,0.035630252,10.37175846,0.0,7.0,1.0,1.0,3.0,2.0,1.0,0.0,False
11571,5.0,172.8492647,0.0,0.0,33.0,2002.814281,0.0,0.029566568999999997,18.13388282,0.0,7.0,2.0,2.0,1.0,11.0,1.0,0.0,False
7629,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,4.0,3.0,2.0,3.0,13.0,1.0,0.0,False
15162,0.9194826736649084,0.0,0.0,0.0,50.40258663167546,1010.5642909380547,0.00551689604198945,0.01658210536612531,8.097121144282006,0.0,6.436378715654359,1.0805173263350916,1.0805173263350916,1.0,9.516896041989451,1.0,0.9194826736649084,True
565,1.0,19.0,0.0,0.0,40.0,1361.166667,0.005,0.0225,0.0,0.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,False
12532,0.0,0.0,1.0246327502462904,38.67988632179746,75.83751350837387,4007.4929791814247,0.006296376848737764,0.01687002991256044,23.894188349219043,0.0,3.5862146258620164,2.0,2.0,3.9261017492611288,2.0,1.0,0.0,True
3891,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,6.0,2.0,2.0,7.0,4.0,1.0,0.0,False
7771,3.0,89.66666667,0.0,0.0,15.0,2022.117778,0.011764706000000002,0.023529412000000003,11.55399716,0.0,9.0,3.0,2.0,3.0,1.0,1.0,0.0,False
3925,2.0,0.0,0.0,0.0,3.0,52.0,0.1,0.111111111,0.0,0.0,6.0,1.0,2.0,1.0,6.0,1.0,1.0,False
13993,1.0,24.113437424387133,0.0,0.0,0.0,0.0,0.0,0.046571556806607003,0.0,0.0,7.602853293744724,1.602853293744724,1.602853293744724,6.794293412510552,4.98573353127638,0.602853293744724,0.0,True
2985,0.0,0.0,0.0,0.0,4.0,157.0,0.0,0.05,0.0,0.0,6.0,2.0,5.0,6.0,6.0,1.0,1.0,False
1621,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,False
5729,11.0,189.4833333,1.0,303.2,91.0,4864.147143,0.0,0.002380952,0.0,0.0,8.0,2.0,2.0,1.0,2.0,0.0,1.0,False
5754,5.0,187.1,0.0,0.0,101.0,7220.776667,0.001960784,0.013366013000000001,3.9981841410000003,0.0,7.0,2.0,2.0,7.0,3.0,1.0,0.0,True
18869,1.3340039621591102,156.27431286217794,0.8886653459469632,56.874582140605646,32.006035659431994,1913.2632730604232,0.006926196223796221,0.02086872637396308,8.356938177673268,0.0,5.222669308106074,2.0,2.33400396215911,3.0,3.002011886477331,1.0,0.8886653459469632,True
4675,0.0,0.0,0.0,0.0,22.0,584.5,0.009090909,0.036363636,0.0,0.0,6.0,4.0,1.0,9.0,4.0,1.0,0.0,False
18566,0.0,0.0,0.0,0.0,4.663998939039014,89.38974757968275,0.0,0.026390000720067166,0.0,0.0,7.0,1.1659997347597535,1.1659997347597535,3.8340002652402463,8.672002121921972,1.0,0.8340002652402465,True
10122,21.0,1079.184314,4.0,176.5,67.0,2162.840879,0.0074074069999999995,0.018259847,0.548811351,0.0,7.0,3.0,2.0,1.0,11.0,1.0,1.0,False
1828,0.0,0.0,0.0,0.0,17.0,806.6666667000001,0.0,0.027058824,0.0,0.0,5.0,2.0,2.0,2.0,3.0,1.0,0.0,False
20285,5.385111676765374,38.992197513388206,0.0,0.0,112.15533503029613,5960.896657618285,0.005941210413432516,0.019711017683246856,6.397739857891992,0.0,7.0,2.0,1.4016542581371807,1.0,1.5983457418628193,0.4016542581371807,0.4016542581371807,True
20363,1.0,10.109893937609167,0.0,0.0,11.978021212478167,220.34872083934889,0.00036631313269015357,0.020048841745164345,60.33739029692704,0.0,6.978021212478167,1.0219787875218334,1.0879151500873339,1.0,7.912084849912667,0.021978787521833465,0.9780212124781665,True
12457,2.8631591065255018,58.13758691899564,2.1368408934744982,209.9357391238654,21.094727147795986,466.39234009303124,0.010583718759434606,0.01925098732204938,2.7951121078994148,0.0,1.9578862543214868,2.8631591065255018,2.0,7.0,1.8631591065255018,0.13684089347449813,0.0,True
3821,2.0,21.33333333,0.0,0.0,3.0,45.33333333,0.0,0.0125,0.0,0.0,6.0,3.0,2.0,4.0,4.0,1.0,1.0,False
7686,1.0,4.0,0.0,0.0,7.0,417.53333330000004,0.0,0.027777778,0.0,0.0,0.0,3.0,2.0,6.0,2.0,1.0,0.0,False
625,2.0,102.0,0.0,0.0,16.0,502.83333330000005,0.0,0.0044444440000000005,0.0,0.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,False
10914,1.0,28.5,0.0,0.0,79.0,1608.214286,0.002597403,0.0077489180000000005,0.0,0.0,7.0,1.0,1.0,3.0,3.0,1.0,0.0,False
19253,5.417585893953017,306.1615879037646,3.7087929469765086,391.03967334384134,27.873621159070474,1103.5452092762914,0.006936242390046868,0.01337786535604178,9.290555862259232,0.0,6.708792946976509,3.0,2.0,2.0,7.81043173860571,1.0,0.0,True
5409,2.0,30.0,0.0,0.0,176.0,4126.353297,0.001363636,0.011363949,22.02197159,0.6,6.0,2.0,2.0,7.0,2.0,1.0,0.0,True
1189,0.0,0.0,0.0,0.0,7.0,251.66666669999998,0.028571429,0.011428571,0.0,0.0,5.0,3.0,2.0,1.0,6.0,1.0,1.0,False
8573,6.0,94.1,0.0,0.0,92.0,4212.141886,0.008333333,0.021875,6.664927724,0.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,True
15212,1.4489949360360632,29.11664013342235,1.0,9.537478900408765,100.46947214819835,3575.264007338631,0.008460998930024746,0.017401243024648926,63.18514874608966,0.0,7.0,1.7755025319819684,2.0,1.0,10.530527851801653,1.0,0.7755025319819684,True
18465,5.0637483883386825,138.06982519966527,0.0,0.0,46.65745809680574,1426.12151089614,0.00025843940873798883,0.008692276651579824,10.327790062731552,0.0,7.0,2.0637483883386825,2.0,5.681258058306588,2.5099871067094597,1.0,0.9362516116613175,True
2164,7.0,89.5,0.0,0.0,26.0,1163.333333,0.0,0.009375,26.983125,0.0,6.0,3.0,2.0,3.0,4.0,0.0,0.0,True
1480,0.0,0.0,0.0,0.0,7.0,451.83333330000005,0.028571429,0.076190476,0.0,0.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,False
18121,0.7608624916764608,5.326037441735226,1.5217249833529216,11.412937375146912,30.152562957794657,2278.0904596600813,0.0020208802981397656,0.019360374272848414,0.7600228657279469,0.0,3.9565500332941568,2.239137508323539,2.0,2.5217249833529216,3.5217249833529216,1.0,0.0,True
6974,0.0,0.0,0.0,0.0,39.0,1429.501111,0.005263158,0.018947368,0.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,False
19336,0.0,0.0,0.0,0.0,69.79351750764263,1298.2495014815152,0.006715157166340764,0.022364464251123404,7.723194740764956,0.5223209337409408,6.347098832823824,2.0,2.0,1.694197665647648,3.305802334352352,1.0,0.0,True
82,0.0,0.0,0.0,0.0,6.0,39.5,0.0,0.02,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,False
17619,2.8409125457895,36.863650183158,0.0,0.0,25.94319391026325,835.3743307813413,0.008413190950450958,0.012922192224919584,27.969389939393054,0.08409125457895006,1.700760454824584,2.0,2.0,1.0,2.140152090964917,1.0,0.0,True
44,0.0,0.0,0.0,0.0,4.0,88.0,0.0,0.05,0.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,False
9944,10.0,132.7222222,1.0,104.0,103.0,3608.3467520000004,0.0,0.007905605,14.69960115,0.0,7.0,2.0,10.0,7.0,2.0,1.0,0.0,False
18703,0.3082603216383445,2.157822251468412,1.233041286553378,31.982008369978246,92.08260321638345,3491.979353842327,0.0037707217089095932,0.016464083655910892,0.0,0.0,7.0,3.383479356723311,2.0,1.0,3.157822251468412,1.0,0.6917396783616555,True
4289,0.0,0.0,0.0,0.0,6.0,117.5,0.0,0.066666667,0.0,0.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,False
15402,1.0,23.46485633744817,0.0,0.0,16.357827604937803,498.6990148063114,0.0017838122441823467,0.02236701986236879,74.50678514422655,0.0,5.107028732510366,2.0,2.2140574650207325,5.7859425349792675,9.14377013991707,1.0,0.0,True
3259,1.0,6.0,0.0,0.0,2.0,85.0,0.0,0.066666667,0.0,0.0,6.0,2.0,4.0,1.0,2.0,1.0,0.0,False
15658,1.0,11.60548330082242,1.3213167660337768,30.900104352772864,41.14419880759468,819.6817270159866,0.0018360958977120855,0.024608409601615415,3.6768867938142056,0.0,2.5705341282702134,2.0,4.321316766033776,2.3573664679324464,1.6786832339662232,1.0,0.3213167660337767,True
13591,0.0,0.0,0.0,0.0,14.39552164489088,316.05581341534196,0.0,0.006141876926079809,7.143137636945799,0.0,6.59888041122272,2.0,2.0,7.40111958877728,3.005597943886399,1.0,0.0,True
1304,2.0,18.0,0.0,0.0,15.0,756.3333332999999,0.0125,0.0625,29.24325,0.0,5.0,2.0,10.0,3.0,1.0,1.0,0.0,True
4003,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.1,0.0,0.0,6.0,2.0,2.0,2.0,4.0,1.0,0.0,False
551,0.0,0.0,0.0,0.0,9.0,171.0,0.022222222000000003,0.066666667,0.0,0.0,5.0,2.0,10.0,4.0,3.0,1.0,0.0,False
1073,4.0,177.16666669999998,0.0,0.0,50.0,1188.566667,0.007843137,0.018300654,0.0,0.0,5.0,2.0,2.0,3.0,3.0,1.0,0.0,False
4102,3.0,222.5,0.0,0.0,11.0,764.5,0.015384615,0.04358974400000001,0.0,0.0,6.0,2.0,2.0,6.0,11.0,1.0,0.0,False
19093,0.27135427667475154,1.3567713833737578,0.0,0.0,41.8692740235678,1402.50812753132,0.0008614421007944963,0.018867489627746776,2.2908683719509546,0.0,7.0,2.0,2.0,6.829165786601988,8.286457233252484,0.27135427667475154,0.0,True
7690,3.0,83.4,0.0,0.0,43.0,2013.659524,0.0,0.009090909,0.0,0.0,8.0,2.0,2.0,1.0,20.0,1.0,0.0,False
391,0.0,0.0,0.0,0.0,7.0,379.5,0.057142857000000005,0.085714286,0.0,0.0,5.0,3.0,2.0,8.0,1.0,1.0,0.0,False
16068,7.177438060704026,206.71283606131018,2.862906343450671,121.82667369728809,49.66940783866141,971.249210553357,0.0014820936102537075,0.0081685428086405,186.9530460019447,0.0,7.0,1.8629063434506712,1.8629063434506712,1.0,2.0,1.0,0.13709365654932892,True
3835,2.0,23.0,0.0,0.0,31.0,618.0,0.0,0.006451613,0.0,0.0,6.0,2.0,2.0,9.0,3.0,1.0,0.0,False
6746,1.0,92.6,0.0,0.0,30.0,1126.3928210000001,0.0,0.006666666999999999,67.18378365,0.0,7.0,2.0,2.0,1.0,6.0,1.0,0.0,True
14655,1.7936564245717659,51.98614203883835,5.195770949714511,191.31525935768065,20.216916201141956,449.4356041407254,0.00287224655071753,0.008856093899984032,16.55844286576297,0.0,7.0,1.5978854748572553,1.5978854748572553,5.783083798858042,15.978854748572553,0.4021145251427447,0.0,True
3128,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.04,0.0,0.0,6.0,4.0,2.0,3.0,1.0,1.0,0.0,False
20107,3.6138849104644435,64.75701406687224,1.6138849104644435,17.495719948236637,100.53352429770672,4732.163249728042,0.0023400914283297314,0.013359784644238402,22.460908778820137,0.0,7.0,2.0,2.0,1.0,2.0,1.0,0.0,True
18231,0.5749494926901061,0.0,0.0,0.0,17.1991918830417,996.9809382883761,0.0,0.026043770946262416,21.93856197317069,0.0,4.449696956140636,1.5749494926901062,1.5749494926901062,4.0,1.5749494926901062,0.4250505073098939,0.5749494926901061,True
17531,10.0,246.71413980121272,2.250443749412632,251.33950036409271,100.49911250117474,3571.951045690615,0.006633981573458706,0.00955265524984747,23.35271507709153,0.0,7.747781252936839,2.749556250587368,2.0,1.0,3.2522187470631607,1.0,0.7495562505873679,True
859,2.0,14.0,0.0,0.0,31.0,754.5,0.0,0.00625,0.0,0.0,5.0,2.0,2.0,1.0,8.0,1.0,1.0,False
1883,2.0,21.0,0.0,0.0,34.0,2600.2583329999998,0.011111111000000002,0.037464387,9.938399233,0.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,False
14316,1.3812055710119604,7.519896996197112,0.0,0.0,21.920803714007974,502.4356774838432,0.008822245046278755,0.03179866029678733,4.21271382373504,0.0,6.079196285992026,2.920803714007974,2.6187944289880396,2.079196285992026,6.316785143968105,1.0,0.0,True
2476,5.0,626.0,1.0,66.0,77.0,2660.15,0.0,0.008227848000000001,41.92518987,0.0,6.0,1.0,1.0,3.0,2.0,1.0,0.0,False
1915,0.0,0.0,0.0,0.0,5.0,1620.0,0.14,0.166666667,0.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,False
7671,3.0,21.2,0.0,0.0,23.0,1053.175758,0.0020833329999999997,0.014583333,0.0,0.0,3.0,3.0,2.0,3.0,4.0,1.0,0.0,False
12046,0.0,0.0,0.0,0.0,28.0,1344.458333,0.007142857,0.032380952000000005,0.0,0.0,7.0,2.0,2.0,7.0,2.0,1.0,0.0,False
11787,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,False
9290,0.0,0.0,0.0,0.0,4.0,186.25,0.05,0.066666667,0.0,0.0,7.0,3.0,2.0,3.0,2.0,1.0,0.0,False
9359,14.0,160.1115392,6.0,1079.833333,154.0,7405.360281,0.0049242420000000005,0.021452975,8.533928457,0.0,7.0,4.0,1.0,4.0,1.0,1.0,0.0,True
12924,0.13272656588177245,1.8714445789329914,0.0,0.0,6.066363282940886,221.3695488120616,0.0,0.03783704852896385,88.30869725390015,0.0,1.3981796976453174,7.601820302354683,12.270003887650251,8.601820302354682,18.80546090706405,0.0,0.06636328294088623,True
11779,7.0,45.41666667,0.0,0.0,35.0,653.8595238,0.0,0.027350427000000004,19.78456264,0.0,1.0,2.0,2.0,1.0,8.0,1.0,0.0,False
12201,0.0,0.0,2.0,120.5,54.0,1389.216667,0.008928571,0.025119047999999998,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,False
13499,0.0,0.0,0.0,0.0,22.620591566069024,451.89610422491216,0.0,0.02057208141759325,1.7042358435896925,0.0,7.098529173852213,2.0,2.0,3.1970583477044254,2.0,0.9014708261477873,1.0,True
14919,2.0,109.54346578036345,0.0,0.0,25.62627588749823,1557.9091733031298,0.0,0.003054038697166946,49.32018032819713,0.0,6.919192699264602,1.080807300735398,1.080807300735398,3.7575780977938056,2.0,0.0808073007353981,0.0,True
15225,0.0,0.0,0.0,0.0,20.31439336196135,1276.7401340602278,0.0,0.02081604888019233,6.405794258639025,0.0,7.0,2.1142677730064414,2.0,1.0,17.943180085884055,1.0,0.11426777300644131,True
15552,0.0,0.0,0.0,0.0,12.965272384272765,1003.6172850473869,0.0,0.03257799169946318,35.97067251709935,0.0,3.8964088908257795,1.413772698689397,1.413772698689397,4.0,1.413772698689397,1.0,0.41377269868939703,True
20475,0.6201839814365249,5.581655832928725,0.0,0.0,21.793272006187824,893.240367962873,0.0031804305945226947,0.016301156155235075,10.606809567190425,0.12403679628730502,6.0,2.0,2.0,5.75963203712695,3.793272006187825,1.0,0.793272006187825,True
19387,7.659670632034598,244.25045234482596,0.0,0.0,32.1204391572872,766.0844872602182,0.0,0.008993649630546892,48.155969312961304,0.0,6.7801097893218,2.0,2.0,3.4397804213563985,2.4397804213563985,0.21989021067819936,0.21989021067819936,True
6240,5.0,49.8,0.0,0.0,32.0,955.3333332999998,0.01875,0.0390625,0.0,0.0,0.0,2.0,2.0,1.0,13.0,1.0,0.0,False
17953,2.64919818031287,147.87302876482633,0.21639939343762338,0.0,19.108199696718813,714.0672702066789,0.005555751026868381,0.020520010441184598,9.693209810342239,0.0,5.216399393437623,1.0,1.0,7.1081996967188115,1.1081996967188117,1.0,1.0,True
3337,0.0,0.0,0.0,0.0,12.0,354.0,0.0,0.018181818,0.0,0.0,6.0,2.0,7.0,1.0,2.0,0.0,1.0,False
15726,1.3174941918179446,39.4147644247411,2.6825058081820554,94.84730401609312,27.872575506366722,1213.8588133900053,0.010904997481437115,0.026658911178978992,5.798789658431316,0.0,2.222459342725611,1.6825058081820554,1.6825058081820554,3.3174941918179446,2.0,1.0,0.0,True
1916,0.0,0.0,0.0,0.0,24.0,1268.0,0.0125,0.015277778,0.0,0.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,False
19704,0.0,0.0,0.0,0.0,33.375582969577174,1408.2384616716192,0.007568691202165505,0.04113032939347128,0.0,0.0,7.0,2.0,3.8732510912684734,5.253497817463053,4.755829695771755,0.6244170304228245,0.0,True
10952,1.0,29.33333333,0.0,0.0,6.0,330.4166667,0.0,0.023809524,0.0,0.0,1.0,3.0,3.0,4.0,8.0,0.0,0.0,False
13257,3.6565680582354774,62.28038498728566,1.6565680582354774,555.3338484915099,128.05065155236412,5006.460046254522,0.0032881451060688075,0.006794827539819005,20.842263430992922,0.0,5.686863883529045,2.0,1.6565680582354774,1.0,2.0,1.0,0.0,True
11879,7.0,84.83333333,0.0,0.0,57.0,1897.6875,0.009090909,0.017857143,0.0,0.0,7.0,1.0,2.0,3.0,3.0,1.0,0.0,True
2151,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.6,6.0,3.0,2.0,4.0,3.0,1.0,0.0,False
18133,0.0,0.0,0.0,0.0,51.247973968511374,2619.227939670362,0.00010894580363744626,0.0020373789809338223,50.93818953156852,0.0,6.043033585121082,3.9139328297578366,1.0430335851210817,2.9139328297578366,1.9569664148789183,0.0430335851210818,1.0,True
4014,0.0,0.0,0.0,0.0,51.0,1620.183333,0.004313725,0.02129085,0.0,1.0,6.0,2.0,2.0,8.0,3.0,1.0,1.0,False
6741,0.0,0.0,0.0,0.0,20.0,676.6,0.008421053000000001,0.026315789,0.0,0.0,9.0,3.0,2.0,1.0,1.0,1.0,0.0,False
17358,2.293953857673508,71.99925334962506,0.0,0.0,16.779534606744868,864.4987342251786,0.023162788389540577,0.03551774538313345,25.785892150589802,0.0,8.926511535581623,3.073488464418377,1.9265115355816231,3.926511535581623,1.293953857673508,0.926511535581623,0.0,True
20084,3.4271933407592567,44.012976416613014,1.7087733630370265,39.9069779173512,62.971060155944386,6008.946949549848,0.006463441071174495,0.014431336037567827,40.29095523015099,0.0,7.0,2.4271933407592567,4.291226636962973,1.0,2.5728066592407433,1.0,0.0,True
1638,0.0,0.0,0.0,0.0,4.0,521.0,0.1,0.15,0.0,0.0,5.0,3.0,3.0,7.0,10.0,1.0,0.0,False
15986,1.0,27.79898237340091,0.0,0.0,26.888391912536168,564.9287865682894,0.0,0.017231652522386166,11.994204535618145,0.0,6.175967340621986,2.175967340621986,2.0,3.3519346812439723,2.0,0.824032659378014,0.0,True
442,0.0,0.0,0.0,0.0,13.0,265.1666667,0.0,0.046153846,0.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,0.0,False
3283,0.0,0.0,0.0,0.0,5.0,36.0,0.066666667,0.1,0.0,0.0,6.0,2.0,5.0,3.0,6.0,1.0,0.0,False
246,0.0,0.0,0.0,0.0,14.0,811.0,0.015384615,0.041025641,0.0,0.0,5.0,2.0,2.0,8.0,1.0,1.0,0.0,False
2563,0.0,0.0,0.0,0.0,4.0,352.0,0.0,0.05,0.0,0.4,6.0,2.0,2.0,3.0,1.0,1.0,0.0,False
343,0.0,0.0,0.0,0.0,25.0,1690.9777780000002,0.008,0.037333332999999996,0.0,0.0,5.0,1.0,1.0,8.0,1.0,1.0,0.0,False
